x-axis,F1
Hertz,dBV
+395.5000E+00,-73.31405E+00
+396.0000E+00,-72.43406E+00
+396.5000E+00,-71.75361E+00
+397.0000E+00,-71.07316E+00
+397.5000E+00,-70.39272E+00
+398.0000E+00,-69.71227E+00
+398.5000E+00,-69.16275E+00
+399.0000E+00,-68.67431E+00
+399.5000E+00,-68.18586E+00
+400.0000E+00,-67.69741E+00
+400.5000E+00,-67.20896E+00
+401.0000E+00,-68.04565E+00
+401.5000E+00,-69.00770E+00
+402.0000E+00,-69.96975E+00
+402.5000E+00,-70.93179E+00
+403.0000E+00,-71.88336E+00
+403.5000E+00,-72.77322E+00
+404.0000E+00,-73.66307E+00
+404.5000E+00,-74.55293E+00
+405.0000E+00,-75.44278E+00
+405.5000E+00,-76.78624E+00
+406.0000E+00,-78.87980E+00
+406.5000E+00,-80.97337E+00
+407.0000E+00,-83.06694E+00
+407.5000E+00,-85.16051E+00
+408.0000E+00,-84.95716E+00
+408.5000E+00,-83.27575E+00
+409.0000E+00,-81.59434E+00
+409.5000E+00,-79.91293E+00
+410.0000E+00,-78.23152E+00
+410.5000E+00,-77.31187E+00
+411.0000E+00,-76.53721E+00
+411.5000E+00,-75.76256E+00
+412.0000E+00,-74.98790E+00
+412.5000E+00,-74.24530E+00
+413.0000E+00,-73.91762E+00
+413.5000E+00,-73.58994E+00
+414.0000E+00,-73.26226E+00
+414.5000E+00,-72.93458E+00
+415.0000E+00,-72.69512E+00
+415.5000E+00,-72.65825E+00
+416.0000E+00,-72.62139E+00
+416.5000E+00,-72.58452E+00
+417.0000E+00,-72.54766E+00
+417.5000E+00,-72.54367E+00
+418.0000E+00,-72.56824E+00
+418.5000E+00,-72.59282E+00
+419.0000E+00,-72.61739E+00
+419.5000E+00,-72.64197E+00
+420.0000E+00,-72.60218E+00
+420.5000E+00,-72.54278E+00
+421.0000E+00,-72.48339E+00
+421.5000E+00,-72.42400E+00
+422.0000E+00,-72.36461E+00
+422.5000E+00,-72.16773E+00
+423.0000E+00,-71.97061E+00
+423.5000E+00,-71.77349E+00
+424.0000E+00,-71.57637E+00
+424.5000E+00,-71.54248E+00
+425.0000E+00,-72.05551E+00
+425.5000E+00,-72.56853E+00
+426.0000E+00,-73.08156E+00
+426.5000E+00,-73.59458E+00
+427.0000E+00,-73.79689E+00
+427.5000E+00,-73.63664E+00
+428.0000E+00,-73.47638E+00
+428.5000E+00,-73.31613E+00
+429.0000E+00,-73.15587E+00
+429.5000E+00,-73.74759E+00
+430.0000E+00,-74.67227E+00
+430.5000E+00,-75.59694E+00
+431.0000E+00,-76.52161E+00
+431.5000E+00,-77.44628E+00
+432.0000E+00,-77.11910E+00
+432.5000E+00,-76.69005E+00
+433.0000E+00,-76.26099E+00
+433.5000E+00,-75.83193E+00
+434.0000E+00,-75.57405E+00
+434.5000E+00,-76.23965E+00
+435.0000E+00,-76.90525E+00
+435.5000E+00,-77.57085E+00
+436.0000E+00,-78.23645E+00
+436.5000E+00,-79.02939E+00
+437.0000E+00,-80.02318E+00
+437.5000E+00,-81.01697E+00
+438.0000E+00,-82.01077E+00
+438.5000E+00,-83.00456E+00
+439.0000E+00,-83.20078E+00
+439.5000E+00,-82.90741E+00
+440.0000E+00,-82.61403E+00
+440.5000E+00,-82.32066E+00
+441.0000E+00,-82.02728E+00
+441.5000E+00,-82.46656E+00
+442.0000E+00,-83.03385E+00
+442.5000E+00,-83.60115E+00
+443.0000E+00,-84.16845E+00
+443.5000E+00,-84.56790E+00
+444.0000E+00,-83.11024E+00
+444.5000E+00,-81.65257E+00
+445.0000E+00,-80.19491E+00
+445.5000E+00,-78.73725E+00
+446.0000E+00,-77.84045E+00
+446.5000E+00,-78.16608E+00
+447.0000E+00,-78.49172E+00
+447.5000E+00,-78.81735E+00
+448.0000E+00,-79.14298E+00
+448.5000E+00,-78.87721E+00
+449.0000E+00,-78.11996E+00
+449.5000E+00,-77.36271E+00
+450.0000E+00,-76.60546E+00
+450.5000E+00,-75.84821E+00
+451.0000E+00,-76.80769E+00
+451.5000E+00,-78.25767E+00
+452.0000E+00,-79.70766E+00
+452.5000E+00,-81.15764E+00
+453.0000E+00,-82.59469E+00
+453.5000E+00,-82.66893E+00
+454.0000E+00,-82.74317E+00
+454.5000E+00,-82.81741E+00
+455.0000E+00,-82.89165E+00
+455.5000E+00,-83.02402E+00
+456.0000E+00,-83.33941E+00
+456.5000E+00,-83.65480E+00
+457.0000E+00,-83.97019E+00
+457.5000E+00,-84.28558E+00
+458.0000E+00,-84.24451E+00
+458.5000E+00,-83.80573E+00
+459.0000E+00,-83.36694E+00
+459.5000E+00,-82.92816E+00
+460.0000E+00,-82.48937E+00
+460.5000E+00,-82.21718E+00
+461.0000E+00,-82.01494E+00
+461.5000E+00,-81.81270E+00
+462.0000E+00,-81.61046E+00
+462.5000E+00,-81.40822E+00
+463.0000E+00,-81.33968E+00
+463.5000E+00,-81.28029E+00
+464.0000E+00,-81.22089E+00
+464.5000E+00,-81.16150E+00
+465.0000E+00,-80.77417E+00
+465.5000E+00,-78.75740E+00
+466.0000E+00,-76.74063E+00
+466.5000E+00,-74.72386E+00
+467.0000E+00,-72.70710E+00
+467.5000E+00,-72.40483E+00
+468.0000E+00,-74.68323E+00
+468.5000E+00,-76.96163E+00
+469.0000E+00,-79.24003E+00
+469.5000E+00,-81.51843E+00
+470.0000E+00,-79.20486E+00
+470.5000E+00,-74.20364E+00
+471.0000E+00,-69.20243E+00
+471.5000E+00,-64.20121E+00
+472.0000E+00,-59.20000E+00
+472.5000E+00,-56.74262E+00
+473.0000E+00,-54.69104E+00
+473.5000E+00,-52.63945E+00
+474.0000E+00,-50.58787E+00
+474.5000E+00,-48.62788E+00
+475.0000E+00,-47.55012E+00
+475.5000E+00,-46.47236E+00
+476.0000E+00,-45.39460E+00
+476.5000E+00,-44.31684E+00
+477.0000E+00,-43.44718E+00
+477.5000E+00,-43.00840E+00
+478.0000E+00,-42.56962E+00
+478.5000E+00,-42.13083E+00
+479.0000E+00,-41.69205E+00
+479.5000E+00,-41.54460E+00
+480.0000E+00,-41.62857E+00
+480.5000E+00,-41.71254E+00
+481.0000E+00,-41.79650E+00
+481.5000E+00,-41.88047E+00
+482.0000E+00,-42.41766E+00
+482.5000E+00,-43.07609E+00
+483.0000E+00,-43.73452E+00
+483.5000E+00,-44.39295E+00
+484.0000E+00,-45.06650E+00
+484.5000E+00,-46.45965E+00
+485.0000E+00,-47.85280E+00
+485.5000E+00,-49.24595E+00
+486.0000E+00,-50.63911E+00
+486.5000E+00,-52.42970E+00
+487.0000E+00,-55.39879E+00
+487.5000E+00,-58.36788E+00
+488.0000E+00,-61.33697E+00
+488.5000E+00,-64.30606E+00
+489.0000E+00,-66.41729E+00
+489.5000E+00,-67.61333E+00
+490.0000E+00,-68.80936E+00
+490.5000E+00,-70.00539E+00
+491.0000E+00,-71.20142E+00
+491.5000E+00,-72.81212E+00
+492.0000E+00,-74.58774E+00
+492.5000E+00,-76.36335E+00
+493.0000E+00,-78.13897E+00
+493.5000E+00,-79.91458E+00
+494.0000E+00,-78.02576E+00
+494.5000E+00,-75.93220E+00
+495.0000E+00,-73.83863E+00
+495.5000E+00,-71.74506E+00
+496.0000E+00,-69.92508E+00
+496.5000E+00,-69.36239E+00
+497.0000E+00,-68.79970E+00
+497.5000E+00,-68.23701E+00
+498.0000E+00,-67.67432E+00
+498.5000E+00,-67.33350E+00
+499.0000E+00,-67.31148E+00
+499.5000E+00,-67.28946E+00
+500.0000E+00,-67.26745E+00
+500.5000E+00,-67.24543E+00
+501.0000E+00,-67.64611E+00
+501.5000E+00,-68.28252E+00
+502.0000E+00,-68.91894E+00
+502.5000E+00,-69.55536E+00
+503.0000E+00,-70.19177E+00
+503.5000E+00,-70.53701E+00
+504.0000E+00,-70.84011E+00
+504.5000E+00,-71.14322E+00
+505.0000E+00,-71.44632E+00
+505.5000E+00,-71.86337E+00
+506.0000E+00,-73.24935E+00
+506.5000E+00,-74.63534E+00
+507.0000E+00,-76.02132E+00
+507.5000E+00,-77.40730E+00
+508.0000E+00,-78.90298E+00
+508.5000E+00,-80.61460E+00
+509.0000E+00,-82.32621E+00
+509.5000E+00,-84.03783E+00
+510.0000E+00,-85.74944E+00
+510.5000E+00,-86.37423E+00
+511.0000E+00,-86.17404E+00
+511.5000E+00,-85.97385E+00
+512.0000E+00,-85.77366E+00
+512.5000E+00,-85.57346E+00
+513.0000E+00,-85.83946E+00
+513.5000E+00,-86.22192E+00
+514.0000E+00,-86.60439E+00
+514.5000E+00,-86.98685E+00
+515.0000E+00,-87.31860E+00
+515.5000E+00,-86.10311E+00
+516.0000E+00,-84.88762E+00
+516.5000E+00,-83.67214E+00
+517.0000E+00,-82.45665E+00
+517.5000E+00,-81.45475E+00
+518.0000E+00,-81.05027E+00
+518.5000E+00,-80.64579E+00
+519.0000E+00,-80.24131E+00
+519.5000E+00,-79.83683E+00
+520.0000E+00,-79.49343E+00
+520.5000E+00,-79.21234E+00
+521.0000E+00,-78.93126E+00
+521.5000E+00,-78.65017E+00
+522.0000E+00,-78.36908E+00
+522.5000E+00,-78.72044E+00
+523.0000E+00,-79.30976E+00
+523.5000E+00,-79.89907E+00
+524.0000E+00,-80.48838E+00
+524.5000E+00,-81.07769E+00
+525.0000E+00,-80.86581E+00
+525.5000E+00,-80.61903E+00
+526.0000E+00,-80.37225E+00
+526.5000E+00,-80.12546E+00
+527.0000E+00,-80.01964E+00
+527.5000E+00,-80.51526E+00
+528.0000E+00,-81.01088E+00
+528.5000E+00,-81.50649E+00
+529.0000E+00,-82.00211E+00
+529.5000E+00,-83.21509E+00
+530.0000E+00,-85.41259E+00
+530.5000E+00,-87.61009E+00
+531.0000E+00,-89.80760E+00
+531.5000E+00,-92.00510E+00
+532.0000E+00,-91.30799E+00
+532.5000E+00,-89.07362E+00
+533.0000E+00,-86.83925E+00
+533.5000E+00,-84.60488E+00
+534.0000E+00,-82.37051E+00
+534.5000E+00,-83.07747E+00
+535.0000E+00,-84.16752E+00
+535.5000E+00,-85.25757E+00
+536.0000E+00,-86.34762E+00
+536.5000E+00,-87.26282E+00
+537.0000E+00,-86.85066E+00
+537.5000E+00,-86.43850E+00
+538.0000E+00,-86.02634E+00
+538.5000E+00,-85.61418E+00
+539.0000E+00,-85.30768E+00
+539.5000E+00,-85.19914E+00
+540.0000E+00,-85.09060E+00
+540.5000E+00,-84.98205E+00
+541.0000E+00,-84.87351E+00
+541.5000E+00,-85.00090E+00
+542.0000E+00,-85.29940E+00
+542.5000E+00,-85.59790E+00
+543.0000E+00,-85.89639E+00
+543.5000E+00,-86.19489E+00
+544.0000E+00,-85.39306E+00
+544.5000E+00,-84.33526E+00
+545.0000E+00,-83.27747E+00
+545.5000E+00,-82.21968E+00
+546.0000E+00,-81.28166E+00
+546.5000E+00,-83.01529E+00
+547.0000E+00,-84.74893E+00
+547.5000E+00,-86.48256E+00
+548.0000E+00,-88.21619E+00
+548.5000E+00,-88.80297E+00
+549.0000E+00,-86.35920E+00
+549.5000E+00,-83.91542E+00
+550.0000E+00,-81.47164E+00
+550.5000E+00,-79.02787E+00
+551.0000E+00,-77.74356E+00
+551.5000E+00,-77.59047E+00
+552.0000E+00,-77.43738E+00
+552.5000E+00,-77.28429E+00
+553.0000E+00,-77.13121E+00
+553.5000E+00,-76.81266E+00
+554.0000E+00,-76.43532E+00
+554.5000E+00,-76.05797E+00
+555.0000E+00,-75.68063E+00
+555.5000E+00,-75.30329E+00
+556.0000E+00,-76.36286E+00
+556.5000E+00,-77.46775E+00
+557.0000E+00,-78.57265E+00
+557.5000E+00,-79.67755E+00
+558.0000E+00,-80.62629E+00
+558.5000E+00,-80.95448E+00
+559.0000E+00,-81.28267E+00
+559.5000E+00,-81.61086E+00
+560.0000E+00,-81.93905E+00
+560.5000E+00,-82.22759E+00
+561.0000E+00,-82.46414E+00
+561.5000E+00,-82.70068E+00
+562.0000E+00,-82.93722E+00
+562.5000E+00,-83.17377E+00
+563.0000E+00,-83.16474E+00
+563.5000E+00,-83.03162E+00
+564.0000E+00,-82.89850E+00
+564.5000E+00,-82.76538E+00
+565.0000E+00,-82.63226E+00
+565.5000E+00,-82.45510E+00
+566.0000E+00,-82.27283E+00
+566.5000E+00,-82.09056E+00
+567.0000E+00,-81.90829E+00
+567.5000E+00,-81.63882E+00
+568.0000E+00,-80.77303E+00
+568.5000E+00,-79.90724E+00
+569.0000E+00,-79.04145E+00
+569.5000E+00,-78.17566E+00
+570.0000E+00,-77.60411E+00
+570.5000E+00,-77.55752E+00
+571.0000E+00,-77.51093E+00
+571.5000E+00,-77.46434E+00
+572.0000E+00,-77.41775E+00
+572.5000E+00,-77.04899E+00
+573.0000E+00,-76.45712E+00
+573.5000E+00,-75.86525E+00
+574.0000E+00,-75.27338E+00
+574.5000E+00,-74.68150E+00
+575.0000E+00,-75.37144E+00
+575.5000E+00,-76.33810E+00
+576.0000E+00,-77.30475E+00
+576.5000E+00,-78.27141E+00
+577.0000E+00,-79.17577E+00
+577.5000E+00,-78.99042E+00
+578.0000E+00,-78.80508E+00
+578.5000E+00,-78.61974E+00
+579.0000E+00,-78.43439E+00
+579.5000E+00,-78.60788E+00
+580.0000E+00,-79.67847E+00
+580.5000E+00,-80.74906E+00
+581.0000E+00,-81.81965E+00
+581.5000E+00,-82.89024E+00
+582.0000E+00,-83.32408E+00
+582.5000E+00,-83.16382E+00
+583.0000E+00,-83.00356E+00
+583.5000E+00,-82.84331E+00
+584.0000E+00,-82.68305E+00
+584.5000E+00,-81.65462E+00
+585.0000E+00,-80.33520E+00
+585.5000E+00,-79.01578E+00
+586.0000E+00,-77.69635E+00
+586.5000E+00,-76.37693E+00
+587.0000E+00,-75.66199E+00
+587.5000E+00,-74.95901E+00
+588.0000E+00,-74.25603E+00
+588.5000E+00,-73.55306E+00
+589.0000E+00,-72.75066E+00
+589.5000E+00,-71.57921E+00
+590.0000E+00,-70.40775E+00
+590.5000E+00,-69.23629E+00
+591.0000E+00,-68.06484E+00
+591.5000E+00,-66.11414E+00
+592.0000E+00,-63.18704E+00
+592.5000E+00,-60.25993E+00
+593.0000E+00,-57.33283E+00
+593.5000E+00,-54.40573E+00
+594.0000E+00,-52.55489E+00
+594.5000E+00,-51.22113E+00
+595.0000E+00,-49.88737E+00
+595.5000E+00,-48.55361E+00
+596.0000E+00,-47.21985E+00
+596.5000E+00,-46.51633E+00
+597.0000E+00,-45.87735E+00
+597.5000E+00,-45.23838E+00
+598.0000E+00,-44.59940E+00
+598.5000E+00,-44.04055E+00
+599.0000E+00,-43.97911E+00
+599.5000E+00,-43.91767E+00
+600.0000E+00,-43.85623E+00
+600.5000E+00,-43.79479E+00
+601.0000E+00,-43.93606E+00
+601.5000E+00,-44.42195E+00
+602.0000E+00,-44.90783E+00
+602.5000E+00,-45.39372E+00
+603.0000E+00,-45.87961E+00
+603.5000E+00,-46.74676E+00
+604.0000E+00,-47.86600E+00
+604.5000E+00,-48.98523E+00
+605.0000E+00,-50.10446E+00
+605.5000E+00,-51.22369E+00
+606.0000E+00,-53.20466E+00
+606.5000E+00,-55.35762E+00
+607.0000E+00,-57.51058E+00
+607.5000E+00,-59.66354E+00
+608.0000E+00,-61.92540E+00
+608.5000E+00,-65.74748E+00
+609.0000E+00,-69.56956E+00
+609.5000E+00,-73.39164E+00
+610.0000E+00,-77.21372E+00
+610.5000E+00,-79.85294E+00
+611.0000E+00,-79.69064E+00
+611.5000E+00,-79.52833E+00
+612.0000E+00,-79.36603E+00
+612.5000E+00,-79.20372E+00
+613.0000E+00,-78.83766E+00
+613.5000E+00,-78.28982E+00
+614.0000E+00,-77.74198E+00
+614.5000E+00,-77.19414E+00
+615.0000E+00,-76.64630E+00
+615.5000E+00,-75.77816E+00
+616.0000E+00,-74.80894E+00
+616.5000E+00,-73.83973E+00
+617.0000E+00,-72.87051E+00
+617.5000E+00,-71.90130E+00
+618.0000E+00,-71.84456E+00
+618.5000E+00,-71.79541E+00
+619.0000E+00,-71.74626E+00
+619.5000E+00,-71.69711E+00
+620.0000E+00,-71.74266E+00
+620.5000E+00,-72.11744E+00
+621.0000E+00,-72.49223E+00
+621.5000E+00,-72.86701E+00
+622.0000E+00,-73.24179E+00
+622.5000E+00,-73.95671E+00
+623.0000E+00,-75.07902E+00
+623.5000E+00,-76.20132E+00
+624.0000E+00,-77.32362E+00
+624.5000E+00,-78.44593E+00
+625.0000E+00,-79.15972E+00
+625.5000E+00,-79.68708E+00
+626.0000E+00,-80.21444E+00
+626.5000E+00,-80.74180E+00
+627.0000E+00,-81.26916E+00
+627.5000E+00,-80.20974E+00
+628.0000E+00,-79.00910E+00
+628.5000E+00,-77.80846E+00
+629.0000E+00,-76.60782E+00
+629.5000E+00,-75.51839E+00
+630.0000E+00,-75.05964E+00
+630.5000E+00,-74.60089E+00
+631.0000E+00,-74.14213E+00
+631.5000E+00,-73.68338E+00
+632.0000E+00,-73.31019E+00
+632.5000E+00,-73.07569E+00
+633.0000E+00,-72.84120E+00
+633.5000E+00,-72.60670E+00
+634.0000E+00,-72.37221E+00
+634.5000E+00,-72.51444E+00
+635.0000E+00,-72.89434E+00
+635.5000E+00,-73.27424E+00
+636.0000E+00,-73.65415E+00
+636.5000E+00,-74.03405E+00
+637.0000E+00,-73.92217E+00
+637.5000E+00,-73.71993E+00
+638.0000E+00,-73.51769E+00
+638.5000E+00,-73.31545E+00
+639.0000E+00,-73.14846E+00
+639.5000E+00,-73.40753E+00
+640.0000E+00,-73.66660E+00
+640.5000E+00,-73.92568E+00
+641.0000E+00,-74.18475E+00
+641.5000E+00,-74.43168E+00
+642.0000E+00,-74.65132E+00
+642.5000E+00,-74.87097E+00
+643.0000E+00,-75.09062E+00
+643.5000E+00,-75.31027E+00
+644.0000E+00,-76.57438E+00
+644.5000E+00,-78.72938E+00
+645.0000E+00,-80.88439E+00
+645.5000E+00,-83.03940E+00
+646.0000E+00,-85.19441E+00
+646.5000E+00,-86.41191E+00
+647.0000E+00,-87.35143E+00
+647.5000E+00,-88.29095E+00
+648.0000E+00,-89.23047E+00
+648.5000E+00,-90.16154E+00
+649.0000E+00,-88.21594E+00
+649.5000E+00,-86.27034E+00
+650.0000E+00,-84.32474E+00
+650.5000E+00,-82.37914E+00
+651.0000E+00,-80.82624E+00
+651.5000E+00,-80.55488E+00
+652.0000E+00,-80.28352E+00
+652.5000E+00,-80.01216E+00
+653.0000E+00,-79.74080E+00
+653.5000E+00,-79.95350E+00
+654.0000E+00,-80.72048E+00
+654.5000E+00,-81.48745E+00
+655.0000E+00,-82.25443E+00
+655.5000E+00,-83.02141E+00
+656.0000E+00,-82.86767E+00
+656.5000E+00,-82.31522E+00
+657.0000E+00,-81.76277E+00
+657.5000E+00,-81.21032E+00
+658.0000E+00,-80.65788E+00
+658.5000E+00,-80.40808E+00
+659.0000E+00,-80.18127E+00
+659.5000E+00,-79.95445E+00
+660.0000E+00,-79.72764E+00
+660.5000E+00,-79.46387E+00
+661.0000E+00,-79.00768E+00
+661.5000E+00,-78.55149E+00
+662.0000E+00,-78.09530E+00
+662.5000E+00,-77.63911E+00
+663.0000E+00,-77.57800E+00
+663.5000E+00,-78.12789E+00
+664.0000E+00,-78.67778E+00
+664.5000E+00,-79.22767E+00
+665.0000E+00,-79.77755E+00
+665.5000E+00,-79.91189E+00
+666.0000E+00,-79.79618E+00
+666.5000E+00,-79.68046E+00
+667.0000E+00,-79.56475E+00
+667.5000E+00,-79.44904E+00
+668.0000E+00,-79.56735E+00
+668.5000E+00,-79.72505E+00
+669.0000E+00,-79.88275E+00
+669.5000E+00,-80.04044E+00
+670.0000E+00,-80.08778E+00
+670.5000E+00,-78.98544E+00
+671.0000E+00,-77.88311E+00
+671.5000E+00,-76.78077E+00
+672.0000E+00,-75.67843E+00
+672.5000E+00,-75.14372E+00
+673.0000E+00,-75.81956E+00
+673.5000E+00,-76.49540E+00
+674.0000E+00,-77.17124E+00
+674.5000E+00,-77.84708E+00
+675.0000E+00,-78.20619E+00
+675.5000E+00,-78.30706E+00
+676.0000E+00,-78.40792E+00
+676.5000E+00,-78.50879E+00
+677.0000E+00,-78.60965E+00
+677.5000E+00,-78.68167E+00
+678.0000E+00,-78.74567E+00
+678.5000E+00,-78.80967E+00
+679.0000E+00,-78.87367E+00
+679.5000E+00,-78.92439E+00
+680.0000E+00,-78.04683E+00
+680.5000E+00,-77.16926E+00
+681.0000E+00,-76.29169E+00
+681.5000E+00,-75.41412E+00
+682.0000E+00,-74.90544E+00
+682.5000E+00,-75.52905E+00
+683.0000E+00,-76.15267E+00
+683.5000E+00,-76.77628E+00
+684.0000E+00,-77.39990E+00
+684.5000E+00,-77.93553E+00
+685.0000E+00,-78.37483E+00
+685.5000E+00,-78.81412E+00
+686.0000E+00,-79.25342E+00
+686.5000E+00,-79.69271E+00
+687.0000E+00,-80.31714E+00
+687.5000E+00,-81.01756E+00
+688.0000E+00,-81.71797E+00
+688.5000E+00,-82.41839E+00
+689.0000E+00,-83.11880E+00
+689.5000E+00,-83.03278E+00
+690.0000E+00,-82.89710E+00
+690.5000E+00,-82.76142E+00
+691.0000E+00,-82.62574E+00
+691.5000E+00,-82.27426E+00
+692.0000E+00,-80.88572E+00
+692.5000E+00,-79.49718E+00
+693.0000E+00,-78.10863E+00
+693.5000E+00,-76.72009E+00
+694.0000E+00,-75.30177E+00
+694.5000E+00,-73.83949E+00
+695.0000E+00,-72.37722E+00
+695.5000E+00,-70.91495E+00
+696.0000E+00,-69.45268E+00
+696.5000E+00,-68.61871E+00
+697.0000E+00,-68.14511E+00
+697.5000E+00,-67.67151E+00
+698.0000E+00,-67.19791E+00
+698.5000E+00,-66.72431E+00
+699.0000E+00,-66.70222E+00
+699.5000E+00,-66.74933E+00
+700.0000E+00,-66.79643E+00
+700.5000E+00,-66.84353E+00
+701.0000E+00,-66.95854E+00
+701.5000E+00,-67.69326E+00
+702.0000E+00,-68.42798E+00
+702.5000E+00,-69.16270E+00
+703.0000E+00,-69.89742E+00
+703.5000E+00,-70.68999E+00
+704.0000E+00,-71.59982E+00
+704.5000E+00,-72.50964E+00
+705.0000E+00,-73.41947E+00
+705.5000E+00,-74.32929E+00
+706.0000E+00,-75.10761E+00
+706.5000E+00,-75.78345E+00
+707.0000E+00,-76.45929E+00
+707.5000E+00,-77.13513E+00
+708.0000E+00,-77.81097E+00
+708.5000E+00,-77.39253E+00
+709.0000E+00,-76.68955E+00
+709.5000E+00,-75.98658E+00
+710.0000E+00,-75.28360E+00
+710.5000E+00,-74.54331E+00
+711.0000E+00,-72.36373E+00
+711.5000E+00,-70.18415E+00
+712.0000E+00,-68.00456E+00
+712.5000E+00,-65.82498E+00
+713.0000E+00,-63.82704E+00
+713.5000E+00,-62.35453E+00
+714.0000E+00,-60.88201E+00
+714.5000E+00,-59.40950E+00
+715.0000E+00,-57.93699E+00
+715.5000E+00,-56.79239E+00
+716.0000E+00,-55.99111E+00
+716.5000E+00,-55.18983E+00
+717.0000E+00,-54.38855E+00
+717.5000E+00,-53.58727E+00
+718.0000E+00,-53.20301E+00
+718.5000E+00,-52.98081E+00
+719.0000E+00,-52.75860E+00
+719.5000E+00,-52.53639E+00
+720.0000E+00,-52.31418E+00
+720.5000E+00,-52.55931E+00
+721.0000E+00,-52.82811E+00
+721.5000E+00,-53.09691E+00
+722.0000E+00,-53.36571E+00
+722.5000E+00,-53.75715E+00
+723.0000E+00,-54.69462E+00
+723.5000E+00,-55.63209E+00
+724.0000E+00,-56.56956E+00
+724.5000E+00,-57.50704E+00
+725.0000E+00,-58.82191E+00
+725.5000E+00,-60.66869E+00
+726.0000E+00,-62.51548E+00
+726.5000E+00,-64.36226E+00
+727.0000E+00,-66.20904E+00
+727.5000E+00,-68.29190E+00
+728.0000E+00,-70.50374E+00
+728.5000E+00,-72.71558E+00
+729.0000E+00,-74.92742E+00
+729.5000E+00,-77.13926E+00
+730.0000E+00,-77.01452E+00
+730.5000E+00,-76.56601E+00
+731.0000E+00,-76.11750E+00
+731.5000E+00,-75.66899E+00
+732.0000E+00,-75.38768E+00
+732.5000E+00,-76.46032E+00
+733.0000E+00,-77.53296E+00
+733.5000E+00,-78.60560E+00
+734.0000E+00,-79.67824E+00
+734.5000E+00,-80.74336E+00
+735.0000E+00,-81.79399E+00
+735.5000E+00,-82.84461E+00
+736.0000E+00,-83.89524E+00
+736.5000E+00,-84.94586E+00
+737.0000E+00,-84.63362E+00
+737.5000E+00,-83.30651E+00
+738.0000E+00,-81.97941E+00
+738.5000E+00,-80.65230E+00
+739.0000E+00,-79.32520E+00
+739.5000E+00,-79.01465E+00
+740.0000E+00,-78.95065E+00
+740.5000E+00,-78.88665E+00
+741.0000E+00,-78.82265E+00
+741.5000E+00,-78.76242E+00
+742.0000E+00,-78.80185E+00
+742.5000E+00,-78.84127E+00
+743.0000E+00,-78.88069E+00
+743.5000E+00,-78.92012E+00
+744.0000E+00,-79.19095E+00
+744.5000E+00,-80.09360E+00
+745.0000E+00,-80.99626E+00
+745.5000E+00,-81.89891E+00
+746.0000E+00,-82.80157E+00
+746.5000E+00,-83.66841E+00
+747.0000E+00,-84.49938E+00
+747.5000E+00,-85.33036E+00
+748.0000E+00,-86.16134E+00
+748.5000E+00,-86.99231E+00
+749.0000E+00,-87.39044E+00
+749.5000E+00,-87.62954E+00
+750.0000E+00,-87.86865E+00
+750.5000E+00,-88.10775E+00
+751.0000E+00,-88.34685E+00
+751.5000E+00,-88.24922E+00
+752.0000E+00,-88.13863E+00
+752.5000E+00,-88.02803E+00
+753.0000E+00,-87.91744E+00
+753.5000E+00,-87.63739E+00
+754.0000E+00,-86.65588E+00
+754.5000E+00,-85.67438E+00
+755.0000E+00,-84.69288E+00
+755.5000E+00,-83.71137E+00
+756.0000E+00,-82.69626E+00
+756.5000E+00,-81.63591E+00
+757.0000E+00,-80.57556E+00
+757.5000E+00,-79.51521E+00
+758.0000E+00,-78.45485E+00
+758.5000E+00,-77.73670E+00
+759.0000E+00,-77.19654E+00
+759.5000E+00,-76.65638E+00
+760.0000E+00,-76.11622E+00
+760.5000E+00,-75.57606E+00
+761.0000E+00,-75.55370E+00
+761.5000E+00,-75.59568E+00
+762.0000E+00,-75.63767E+00
+762.5000E+00,-75.67965E+00
+763.0000E+00,-75.83268E+00
+763.5000E+00,-76.79165E+00
+764.0000E+00,-77.75063E+00
+764.5000E+00,-78.70961E+00
+765.0000E+00,-79.66858E+00
+765.5000E+00,-81.24266E+00
+766.0000E+00,-83.94551E+00
+766.5000E+00,-86.64836E+00
+767.0000E+00,-89.35121E+00
+767.5000E+00,-92.05405E+00
+768.0000E+00,-93.25677E+00
+768.5000E+00,-93.39245E+00
+769.0000E+00,-93.52813E+00
+769.5000E+00,-93.66381E+00
+770.0000E+00,-93.79949E+00
+770.5000E+00,-91.72177E+00
+771.0000E+00,-89.14487E+00
+771.5000E+00,-86.56798E+00
+772.0000E+00,-83.99108E+00
+772.5000E+00,-81.54391E+00
+773.0000E+00,-81.69188E+00
+773.5000E+00,-81.83985E+00
+774.0000E+00,-81.98781E+00
+774.5000E+00,-82.13578E+00
+775.0000E+00,-82.04685E+00
+775.5000E+00,-81.34643E+00
+776.0000E+00,-80.64602E+00
+776.5000E+00,-79.94560E+00
+777.0000E+00,-79.24519E+00
+777.5000E+00,-79.28552E+00
+778.0000E+00,-80.03508E+00
+778.5000E+00,-80.78465E+00
+779.0000E+00,-81.53422E+00
+779.5000E+00,-82.28379E+00
+780.0000E+00,-82.47681E+00
+780.5000E+00,-82.47681E+00
+781.0000E+00,-82.47681E+00
+781.5000E+00,-82.47681E+00
+782.0000E+00,-82.47681E+00
+782.5000E+00,-85.09275E+00
+783.0000E+00,-87.77819E+00
