x-axis,1
second,Volt
-50.02000E-03,
-49.97000E-03,+4.36080398E+00
-49.92000E-03,+4.38090448E+00
-49.87000E-03,+4.24020096E+00
-49.82000E-03,+4.22010046E+00
-49.77000E-03,+4.24020096E+00
-49.72000E-03,+4.38090448E+00
-49.67000E-03,+4.26030147E+00
-49.62000E-03,+4.26030147E+00
-49.57000E-03,+4.30050247E+00
-49.52000E-03,+4.30050247E+00
-49.47000E-03,+4.30050247E+00
-49.42000E-03,+4.30050247E+00
-49.37000E-03,+4.28040197E+00
-49.32000E-03,+4.38090448E+00
-49.27000E-03,+4.30050247E+00
-49.22000E-03,+4.17989946E+00
-49.17000E-03,+4.30050247E+00
-49.12000E-03,+4.30050247E+00
-49.07000E-03,+4.36080398E+00
-49.02000E-03,+4.30050247E+00
-48.97000E-03,+4.32060297E+00
-48.92000E-03,+4.38090448E+00
-48.87000E-03,+4.38090448E+00
-48.82000E-03,+4.38090448E+00
-48.77000E-03,+4.38090448E+00
-48.72000E-03,+4.30050247E+00
-48.67000E-03,+4.30050247E+00
-48.62000E-03,+4.34070348E+00
-48.57000E-03,+4.38090448E+00
-48.52000E-03,+4.38090448E+00
-48.47000E-03,+4.30050247E+00
-48.42000E-03,+4.38090448E+00
-48.37000E-03,+4.46130649E+00
-48.32000E-03,+4.38090448E+00
-48.27000E-03,+4.38090448E+00
-48.22000E-03,+4.34070348E+00
-48.17000E-03,+4.38090448E+00
-48.12000E-03,+4.30050247E+00
-48.07000E-03,+4.44120599E+00
-48.02000E-03,+4.38090448E+00
-47.97000E-03,+4.36080398E+00
-47.92000E-03,+4.30050247E+00
-47.87000E-03,+4.32060297E+00
-47.82000E-03,+4.34070348E+00
-47.77000E-03,+4.36080398E+00
-47.72000E-03,+4.46130649E+00
-47.67000E-03,+4.42110549E+00
-47.62000E-03,+4.38090448E+00
-47.57000E-03,+4.40100498E+00
-47.52000E-03,+4.30050247E+00
-47.47000E-03,+4.32060297E+00
-47.42000E-03,+4.38090448E+00
-47.37000E-03,+4.46130649E+00
-47.32000E-03,+4.38090448E+00
-47.27000E-03,+4.38090448E+00
-47.22000E-03,+4.34070348E+00
-47.17000E-03,+4.38090448E+00
-47.12000E-03,+4.30050247E+00
-47.07000E-03,+4.38090448E+00
-47.02000E-03,+4.46130649E+00
-46.97000E-03,+4.38090448E+00
-46.92000E-03,+4.22010046E+00
-46.87000E-03,+4.40100498E+00
-46.82000E-03,+4.34070348E+00
-46.77000E-03,+4.30050247E+00
-46.72000E-03,+4.38090448E+00
-46.67000E-03,+4.38090448E+00
-46.62000E-03,+4.38090448E+00
-46.57000E-03,+4.46130649E+00
-46.52000E-03,+4.38090448E+00
-46.47000E-03,+4.30050247E+00
-46.42000E-03,+4.34070348E+00
-46.37000E-03,+4.40100498E+00
-46.32000E-03,+4.46130649E+00
-46.27000E-03,+4.38090448E+00
-46.22000E-03,+4.42110549E+00
-46.17000E-03,+4.24020096E+00
-46.12000E-03,+4.38090448E+00
-46.07000E-03,+4.30050247E+00
-46.02000E-03,+4.34070348E+00
-45.97000E-03,+4.30050247E+00
-45.92000E-03,+4.30050247E+00
-45.87000E-03,+4.34070348E+00
-45.82000E-03,+4.30050247E+00
-45.77000E-03,+4.24020096E+00
-45.72000E-03,+4.13969845E+00
-45.67000E-03,+4.24020096E+00
-45.62000E-03,+4.22010046E+00
-45.57000E-03,+4.22010046E+00
-45.52000E-03,+4.13969845E+00
-45.47000E-03,+4.30050247E+00
-45.42000E-03,+4.22010046E+00
-45.37000E-03,+4.36080398E+00
-45.32000E-03,+4.22010046E+00
-45.27000E-03,+4.30050247E+00
-45.22000E-03,+4.26030147E+00
-45.17000E-03,+4.24020096E+00
-45.12000E-03,+4.38090448E+00
-45.07000E-03,+4.36080398E+00
-45.02000E-03,+4.30050247E+00
-44.97000E-03,+4.22010046E+00
-44.92000E-03,+4.30050247E+00
-44.87000E-03,+4.30050247E+00
-44.82000E-03,+4.34070348E+00
-44.77000E-03,+4.38090448E+00
-44.72000E-03,+4.22010046E+00
-44.67000E-03,+4.30050247E+00
-44.62000E-03,+4.26030147E+00
-44.57000E-03,+4.30050247E+00
-44.52000E-03,+4.30050247E+00
-44.47000E-03,+4.30050247E+00
-44.42000E-03,+4.30050247E+00
-44.37000E-03,+4.24020096E+00
-44.32000E-03,+4.30050247E+00
-44.27000E-03,+4.34070348E+00
-44.22000E-03,+4.34070348E+00
-44.17000E-03,+4.30050247E+00
-44.12000E-03,+4.22010046E+00
-44.07000E-03,+4.38090448E+00
-44.02000E-03,+4.34070348E+00
-43.97000E-03,+4.32060297E+00
-43.92000E-03,+4.38090448E+00
-43.87000E-03,+4.30050247E+00
-43.82000E-03,+4.42110549E+00
-43.77000E-03,+4.32060297E+00
-43.72000E-03,+4.38090448E+00
-43.67000E-03,+4.34070348E+00
-43.62000E-03,+4.26030147E+00
-43.57000E-03,+4.32060297E+00
-43.52000E-03,+4.30050247E+00
-43.47000E-03,+4.38090448E+00
-43.42000E-03,+4.34070348E+00
-43.37000E-03,+4.32060297E+00
-43.32000E-03,+4.38090448E+00
-43.27000E-03,+4.36080398E+00
-43.22000E-03,+4.26030147E+00
-43.17000E-03,+4.38090448E+00
-43.12000E-03,+4.30050247E+00
-43.07000E-03,+4.36080398E+00
-43.02000E-03,+4.38090448E+00
-42.97000E-03,+4.32060297E+00
-42.92000E-03,+4.38090448E+00
-42.87000E-03,+4.32060297E+00
-42.82000E-03,+4.34070348E+00
-42.77000E-03,+4.38090448E+00
-42.72000E-03,+4.30050247E+00
-42.67000E-03,+4.38090448E+00
-42.62000E-03,+4.34070348E+00
-42.57000E-03,+4.32060297E+00
-42.52000E-03,+4.30050247E+00
-42.47000E-03,+4.22010046E+00
-42.42000E-03,+4.30050247E+00
-42.37000E-03,+4.26030147E+00
-42.32000E-03,+4.22010046E+00
-42.27000E-03,+4.34070348E+00
-42.22000E-03,+4.22010046E+00
-42.17000E-03,+4.28040197E+00
-42.12000E-03,+4.30050247E+00
-42.07000E-03,+4.30050247E+00
-42.02000E-03,+4.22010046E+00
-41.97000E-03,+4.28040197E+00
-41.92000E-03,+4.30050247E+00
-41.87000E-03,+4.15979896E+00
-41.82000E-03,+4.26030147E+00
-41.77000E-03,+4.30050247E+00
-41.72000E-03,+4.22010046E+00
-41.67000E-03,+4.26030147E+00
-41.62000E-03,+4.26030147E+00
-41.57000E-03,+4.28040197E+00
-41.52000E-03,+4.30050247E+00
